name,phone,email,address,city,country,category,rating,reviews,gmb_url,has_website,website_url,lead_type,seo_score,seo_issues
Dietnex,,,"D Block, Pocket D, Sector 27, Noida, Uttar Pradesh 201301",Noida,Uttar Pradesh,Dietitian,5.0,5,"https://www.google.com/maps/place/Dietnex/@28.5754076,77.327776,17z/data=!3m1!4b1!4m6!3m5!1s0x390ce58ebe02b601:0x35e4722b58683a54!8m2!3d28.5754076!4d77.327776!16s%2Fg%2F11q2qq8f5k?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDMxMS4wIKXMDSoASAFQAw%3D%3D",No,,no_website,,
Shikha Mittal - Dietician and Nutritionist,093131 00156,,"Basai, Sector 70, Noida, Basi Bahuddin Nagar, Uttar Pradesh 201316",Noida,Uttar Pradesh,Weight loss service,5.0,5,"https://www.google.com/maps/place/Shikha+Mittal+-+Dietician+and+Nutritionist/@28.5966472,77.3834141,17z/data=!3m1!4b1!4m6!3m5!1s0x390cef9b50766441:0x6e654f02ffb57b56!8m2!3d28.5966472!4d77.3834141!16s%2Fg%2F11lnqqtrr_?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDMxMS4wIKXMDSoASAFQAw%3D%3D",No,,no_website,,
Diet Care Sakshi,095606 89170,,"TOWER-E, Fusion Homes, GH-05A, Tech Zone IV, Amrapali Dream Valley, Greater Noida, Uttar Pradesh 201318",Noida,Uttar Pradesh,Nutritionist,5.0,5,"https://www.google.com/maps/place/Diet+Care+Sakshi/@28.6001374,77.4451069,17z/data=!3m1!4b1!4m6!3m5!1s0x390cefcabc4e7f93:0x3b8ab66592fa81d3!8m2!3d28.6001374!4d77.4451069!16s%2Fg%2F11p0bb748q?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDMxMS4wIKXMDSoASAFQAw%3D%3D",Yes,http://www.dietcaresakshi.com/,poor_seo,38,No meta description; No H1 heading; No HTTPS (insecure); No schema markup; No canonical tag
Diet and Lifecare Clinic,099994 41862,,"SECTOR-37, B 3, behind Samsara world school, Block C, RHO 2, Greater Noida, Uttar Pradesh 201308",Noida,Uttar Pradesh,Medical Center,5.0,5,"https://www.google.com/maps/place/Diet+and+Lifecare+Clinic/@28.4619369,77.5524147,17z/data=!3m1!4b1!4m6!3m5!1s0x390cc1703fe34793:0xde5aa0ccb317c122!8m2!3d28.4619369!4d77.5524147!16s%2Fg%2F11nn4pvfw_?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDMxMS4wIKXMDSoASAFQAw%3D%3D",Yes,https://clinics.connecttoaks.com/,poor_seo,52,No meta description; Multiple H1s (4); 4 images missing alt; No schema markup; No canonical tag
Ultimate Life - Doctors Wellness Program,095345 65000,mail@ultimatelife.in,"51, H Block Rd, H Block, ONGC Colony, Sector 39, Noida, Uttar Pradesh 201301",Noida,Uttar Pradesh,Health consultant,5.0,5,"https://www.google.com/maps/place/Ultimate+Life+-+Doctors+Wellness+Program/@28.5706386,77.3545133,17z/data=!3m1!4b1!4m6!3m5!1s0x390ce5be5840b3f9:0xe051b57ee1c6cb74!8m2!3d28.5706386!4d77.3545133!16s%2Fg%2F11kqbmh9mx?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDMxMS4wIKXMDSoASAFQAw%3D%3D",Yes,http://www.ultimatelife.in/,poor_seo,28,Title too short; No meta description; No H1 heading; No HTTPS (insecure); No schema markup; No canonical tag
Dietician Parul Bhardwaj Diet Clinic | Best Dietician & Nutritionist in Greater Noida,,,"Shop 111, ACE CITY, Ace City Noida Extension, Sector 1, Aimnabad, squre, Bisrakh Jalalpur, Greater Noida, Uttar Pradesh 201318",Noida,Uttar Pradesh,Dietitian,4.9,4,"https://www.google.com/maps/place/Dietician+Parul+Bhardwaj+Diet+Clinic+%7C+Best+Dietician+%26+Nutritionist+in+Greater+Noida/@28.5618892,77.4518496,17z/data=!3m1!4b1!4m6!3m5!1s0x390cc150634a43b3:0xfaca8bb10f76294d!8m2!3d28.5618892!4d77.4518496!16s%2Fg%2F11q1p4sh1v?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDMxMS4wIKXMDSoASAFQAw%3D%3D",No,,no_website,,
Nutrition And Weight Loss Centre,097179 57088,,"gali no 17, A 149, near pal opticals, Block A, New Ashok Nagar, Delhi, 110096",Noida,Uttar Pradesh,Weight loss service,4.8,4,"https://www.google.com/maps/place/Nutrition+And+Weight+Loss+Centre/@28.5911851,77.3098339,17z/data=!3m1!4b1!4m6!3m5!1s0x390ce48c3fffffff:0x2aa5f553b534cc8!8m2!3d28.5911851!4d77.3098339!16s%2Fg%2F11g71g8dy1?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDMxMS4wIKXMDSoASAFQAw%3D%3D",No,,no_website,,
"Department of Dietetics | Max Multi Speciality Centre, Noida",092688 80303,,"5th floor, Max Multi Speciality Centre, A Block, Pocket A, Sector 19, Noida, Uttar Pradesh 201301",Noida,Uttar Pradesh,Dietitian,,,"https://www.google.com/maps/place/Department+of+Dietetics+%7C+Max+Multi+Speciality+Centre,+Noida/@28.5741722,77.3229038,17z/data=!3m1!4b1!4m6!3m5!1s0x390ce51a790e1045:0x8fe4d63e4c32ca6e!8m2!3d28.5741722!4d77.3229038!16s%2Fg%2F11y5l_j6wd?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDMxMS4wIKXMDSoASAFQAw%3D%3D",Yes,https://www.maxhealthcare.in/doctor/dietitians-in-sector-19-noida?utm_source=D-Organic&utm_medium=gmb,poor_seo,43,Title too short; No meta description; Not mobile-friendly; No schema markup; No canonical tag
Dietitian Poonam Sharma,099583 67134,,"Sector -16, Panchsheel Green, UG Shop No. 22, Nirala Aspire Plaza, near Ek Murti Chowk, Greater Noida, Uttar Pradesh 201309",Noida,Uttar Pradesh,Dietitian,4.3,4,"https://www.google.com/maps/place/Dietitian+Poonam+Sharma/@28.6197948,77.3611549,17z/data=!3m1!4b1!4m6!3m5!1s0x390ce5d6175ea217:0xe749f5ead5720c4a!8m2!3d28.6197948!4d77.3611549!16s%2Fg%2F11kk50rzjn?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDMxMS4wIKXMDSoASAFQAw%3D%3D",No,,no_website,,
SEN DIET CENTRE,,,"C Block, Sector 40, Noida, Uttar Pradesh 201303",Noida,Uttar Pradesh,Health consultant,5.0,5,"https://www.google.com/maps/place/SEN+DIET+CENTRE/@28.5628714,77.35491,17z/data=!3m1!4b1!4m6!3m5!1s0x390ce54fb32897ff:0x91ce7031c35373d7!8m2!3d28.5628714!4d77.35491!16s%2Fg%2F11lm17ntv2?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDMxMS4wIKXMDSoASAFQAw%3D%3D",No,,no_website,,
Neutropedia,,,"F901, Elite Homes, Sector 77, Noida, Uttar Pradesh 201316",Noida,Uttar Pradesh,Nutritionist,5.0,5,"https://www.google.com/maps/place/Neutropedia/@28.5715635,77.3915338,17z/data=!3m1!4b1!4m6!3m5!1s0x390cef66d845df57:0x1bc1b6b1689ddaec!8m2!3d28.5715635!4d77.3915338!16s%2Fg%2F11p47hpj7x?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDMxMS4wIKXMDSoASAFQAw%3D%3D",No,,no_website,,
fit__with__diet,090317 44261,,"201, TOWER-A, Pan Oasis Society, Sector 70, Noida, Basi Bahuddin Nagar, Uttar Pradesh 201316",Noida,Uttar Pradesh,Nutritionist,4.6,4,"https://www.google.com/maps/place/fit__with__diet/@28.5935745,77.3799711,17z/data=!3m1!4b1!4m6!3m5!1s0x390cefd9e47c6e6d:0x341a6063c3ca9324!8m2!3d28.5935745!4d77.3799711!16s%2Fg%2F11sxwxzh4k?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDMxMS4wIKXMDSoASAFQAw%3D%3D",Yes,https://fitdiet.exlyapp.com/,poor_seo,33,No page title; No meta description; No H1 heading; No schema markup; No canonical tag
